Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
53,Washington,Cocaine,2011,"Rate per 100,000",1.26054,0.26006749272346497
54,West Virginia,Cocaine,2011,"Rate per 100,000",4.2962,0.98319202661514282
55,Wisconsin,Cocaine,2011,"Rate per 100,000",1.58095,0.3383687436580658
56,Wyoming,Cocaine,2011,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2011,"Rate per 100,000",1.49782,4.351704940199852E-2
01,Alabama,Heroin,2011,"Rate per 100,000",N/A,0.16951079795999899
02,Alaska,Heroin,2011,"Rate per 100,000",N/A,0.89918165791999904
04,Arizona,Heroin,2011,"Rate per 100,000",1.85575,0.33954324992000001
05,Arkansas,Heroin,2011,"Rate per 100,000",N/A,N/A
06,California,Heroin,2011,"Rate per 100,000",0.94519,9.7980543079999996E-2
08,Colorado,Heroin,2011,"Rate per 100,000",1.53644,0.34140028523999899
09,Connecticut,Heroin,2011,"Rate per 100,000",2.52467,0.54337427116000003
10,Delaware,Heroin,2011,"Rate per 100,000",N/A,0.87546592643999899
11,Dist. of Columbia,Heroin,2011,"Rate per 100,000",3.61845,1.5010344498799899
12,Florida,Heroin,2011,"Rate per 100,000",0.35782,9.0313812960000003E-2
13,Georgia,Heroin,2011,"Rate per 100,000",0.30161,0.10806630716
15,Hawaii,Heroin,2011,"Rate per 100,000",N/A,N/A
16,Idaho,Heroin,2011,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2011,"Rate per 100,000",1.30532,0.19845869259999999
18,Indiana,Heroin,2011,"Rate per 100,000",1.07429,0.25732532083999998
19,Iowa,Heroin,2011,"Rate per 100,000",N/A,0.26083390507999898
20,Kansas,Heroin,2011,"Rate per 100,000",N/A,N/A
21,Kentucky,Heroin,2011,"Rate per 100,000",1.29091,0.34486884627999898
22,Louisiana,Heroin,2011,"Rate per 100,000",N/A,0.18386995787999899
23,Maine,Heroin,2011,"Rate per 100,000",N/A,N/A
24,Maryland,Heroin,2011,"Rate per 100,000",1.76092,0.34386961867999899
25,Massachusetts,Heroin,2011,"Rate per 100,000",2.19183,0.361861056479999
26,Michigan,Heroin,2011,"Rate per 100,000",2.8013,0.34146266223999899
27,Minnesota,Heroin,2011,"Rate per 100,000",0.84163,0.25084699164000002
28,Mississippi,Heroin,2011,"Rate per 100,000",N/A,N/A
29,Missouri,Heroin,2011,"Rate per 100,000",4.40701,0.55367378499999897
30,Montana,Heroin,2011,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2011,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2011,"Rate per 100,000",1.46925,0.45913418264
33,New Hampshire,Heroin,2011,"Rate per 100,000",3.43242,1.05830900308
34,New Jersey,Heroin,2011,"Rate per 100,000",1.48771,0.25736309004000002
35,New Mexico,Heroin,2011,"Rate per 100,000",3.39997,0.82393933159999899
36,New York,Heroin,2011,"Rate per 100,000",1.71781,0.18596951772
37,North Carolina,Heroin,2011,"Rate per 100,000",0.87778,0.1907114888
38,North Dakota,Heroin,2011,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2011,"Rate per 100,000",3.95811,0.37634455879999901
40,Oklahoma,Heroin,2011,"Rate per 100,000",N/A,0.19194760984000001
41,Oregon,Heroin,2011,"Rate per 100,000",3.45815,0.59595848788000005
42,Pennsylvania,Heroin,2011,"Rate per 100,000",1.97989,0.25367618304
44,Rhode Island,Heroin,2011,"Rate per 100,000",N/A,0.67895018772000004
45,South Carolina,Heroin,2011,"Rate per 100,000",N/A,0.14633608919999899
46,South Dakota,Heroin,2011,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2011,"Rate per 100,000",N/A,0.13966248911999901
48,Texas,Heroin,2011,"Rate per 100,000",1.42129,0.14611838023999901
49,Utah,Heroin,2011,"Rate per 100,000",2.66163,0.62383383719999896
50,Vermont,Heroin,2011,"Rate per 100,000",N/A,N/A
51,Virginia,Heroin,2011,"Rate per 100,000",1.29997,0.25354506492000001
53,Washington,Heroin,2011,"Rate per 100,000",2.1867,0.35670518631999898
54,West Virginia,Heroin,2011,"Rate per 100,000",2.04191,0.69415711231999899
55,Wisconsin,Heroin,2011,"Rate per 100,000",2.49345,0.42472183543999997
56,Wyoming,Heroin,2011,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2011,"Rate per 100,000",1.43839,4.2958625359999898E-2
01,Alabama,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.91415,0.39614026479999997
02,Alaska,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.79147,1.5942795643600001
04,Arizona,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.89312,0.55008036411999905
05,Arkansas,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.16192,0.77282055004000005
06,California,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.99647,0.17370395923999901
08,Colorado,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.72275,0.52417708644000005
09,Connecticut,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.18152,0.35638384824000002
10,Delaware,Natural and semi-synthetic opioids,2011,"Rate per 100,000",7.02591,1.7489097894800001
11,Dist. of Columbia,Natural and semi-synthetic opioids,2011,"Rate per 100,000",N/A,0.99773272759999998
12,Florida,Natural and semi-synthetic opioids,2011,"Rate per 100,000",5.63145,0.34502865292000001
13,Georgia,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.28908,0.35882493023999901
15,Hawaii,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.2666,0.95526427863999896
16,Idaho,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.07182,0.90795080179999899
17,Illinois,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.27391,0.19633111651999899
18,Indiana,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.65399,0.40123039067999899
19,Iowa,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.0498,0.65390779887999895
20,Kansas,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.60872,0.62053016703999897
21,Kentucky,Natural and semi-synthetic opioids,2011,"Rate per 100,000",11.08201,1.0166253969200001
22,Louisiana,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.24326,0.32493395087999899
23,Maine,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.15771,1.0064345101999901
24,Maryland,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.95554,0.50831095699999895
25,Massachusetts,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.42603,0.37495844680000001
26,Michigan,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.30379,0.30976641639999902
27,Minnesota,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.82968,0.36671286988000001
28,Mississippi,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.75552,0.50416873807999996
29,Missouri,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.84877,0.51605486408000001
30,Montana,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.41602,1.2357757409200001
31,Nebraska,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.74377,0.60491014304000001
32,Nevada,Natural and semi-synthetic opioids,2011,"Rate per 100,000",10.7287,1.22274486124
33,New Hampshire,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.85225,1.2165263633599901
34,New Jersey,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.45505,0.32909652635999898
35,New Mexico,Natural and semi-synthetic opioids,2011,"Rate per 100,000",6.12325,1.0899091952
36,New York,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.10308,0.24735231948
37,North Carolina,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.54287,0.42954789051999898
38,North Dakota,Natural and semi-synthetic opioids,2011,"Rate per 100,000",N/A,N/A
39,Ohio,Natural and semi-synthetic opioids,2011,"Rate per 100,000",5.14959,0.42584551520000002
40,Oklahoma,Natural and semi-synthetic opioids,2011,"Rate per 100,000",9.37675,1.00016485827999
41,Oregon,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.00868,0.63863591791999896
42,Pennsylvania,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.64414,0.29297997483999899
44,Rhode Island,Natural and semi-synthetic opioids,2011,"Rate per 100,000",5.75025,1.4666911495599899
45,South Carolina,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.18065,0.52731886647999904
46,South Dakota,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.76539,1.2148225098800001
47,Tennessee,Natural and semi-synthetic opioids,2011,"Rate per 100,000",7.16086,0.67021921483999902
48,Texas,Natural and semi-synthetic opioids,2011,"Rate per 100,000",2.03947,0.17667227927999901
49,Utah,Natural and semi-synthetic opioids,2011,"Rate per 100,000",10.78587,1.28679960555999
50,Vermont,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.71599,1.75388774848
51,Virginia,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.91764,0.434986145719999
53,Washington,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.49098,0.49639957443999899
54,West Virginia,Natural and semi-synthetic opioids,2011,"Rate per 100,000",25.21994,2.39781723832
55,Wisconsin,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.91753,0.51458090684000002
56,Wyoming,Natural and semi-synthetic opioids,2011,"Rate per 100,000",4.84239,1.86960308108
US,United States,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.74528,6.8834204319999995E-2
01,Alabama,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
02,Alaska,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
04,Arizona,Psychostimulants,2011,"Rate per 100,000",2.0452,0.36157092452049255
05,Arkansas,Psychostimulants,2011,"Rate per 100,000",1.42862,0.46071028709411621
06,California,Psychostimulants,2011,"Rate per 100,000",1.73433,0.13279613852500916
08,Colorado,Psychostimulants,2011,"Rate per 100,000",1.2054,0.29757377505302429
09,Connecticut,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2011,"Rate per 100,000",0.32918,8.2644283771514893E-2
13,Georgia,Psychostimulants,2011,"Rate per 100,000",0.60244,0.15629717707633972
15,Hawaii,Psychostimulants,2011,"Rate per 100,000",3.47293,0.99580293893814087
16,Idaho,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
17,Illinois,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
18,Indiana,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
19,Iowa,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
20,Kansas,Psychostimulants,2011,"Rate per 100,000",0.83967,0.35511124134063721
21,Kentucky,Psychostimulants,2011,"Rate per 100,000",0.70386,0.2608923614025116
22,Louisiana,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
23,Maine,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
26,Michigan,Psychostimulants,2011,"Rate per 100,000",0.25662,0.10370028018951416
27,Minnesota,Psychostimulants,2011,"Rate per 100,000",0.51131,0.19982157647609711
28,Mississippi,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2011,"Rate per 100,000",0.75502,0.22843919694423676
30,Montana,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2011,"Rate per 100,000",3.95209,0.7399979829788208
33,New Hampshire,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2011,"Rate per 100,000",1.69438,0.58253341913223267
36,New York,Psychostimulants,2011,"Rate per 100,000",0.25856,7.531486451625824E-2
37,North Carolina,Psychostimulants,2011,"Rate per 100,000",0.2182,9.5994308590888977E-2
38,North Dakota,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2011,"Rate per 100,000",0.28724,0.10337397456169128
40,Oklahoma,Psychostimulants,2011,"Rate per 100,000",2.37811,0.51253205537796021
41,Oregon,Psychostimulants,2011,"Rate per 100,000",1.61507,0.40867888927459717
42,Pennsylvania,Psychostimulants,2011,"Rate per 100,000",0.18753,7.9701773822307587E-2
44,Rhode Island,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
46,South Dakota,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2011,"Rate per 100,000",0.75852,0.21899645030498505
48,Texas,Psychostimulants,2011,"Rate per 100,000",0.65599,9.9693812429904938E-2
49,Utah,Psychostimulants,2011,"Rate per 100,000",2.21849,0.59100455045700073
50,Vermont,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
53,Washington,Psychostimulants,2011,"Rate per 100,000",1.84232,0.32466188073158264
54,West Virginia,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2011,"Rate per 100,000",0.36699,0.15668000280857086
56,Wyoming,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2011,"Rate per 100,000",0.73137,3.0599763616919518E-2
01,Alabama,Synthetic opioids,2011,"Rate per 100,000",N/A,0.19999903112
02,Alaska,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
04,Arizona,Synthetic opioids,2011,"Rate per 100,000",0.55874,0.17491079592
05,Arkansas,Synthetic opioids,2011,"Rate per 100,000",1.0177,0.374962815639999
06,California,Synthetic opioids,2011,"Rate per 100,000",0.41971,6.5289736400000006E-2
08,Colorado,Synthetic opioids,2011,"Rate per 100,000",1.57583,0.35390753719999901
09,Connecticut,Synthetic opioids,2011,"Rate per 100,000",N/A,0.19893357119999899
10,Delaware,Synthetic opioids,2011,"Rate per 100,000",N/A,0.75043380831999895
11,Dist. of Columbia,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2011,"Rate per 100,000",0.70642,0.12047611184
13,Georgia,Synthetic opioids,2011,"Rate per 100,000",0.88609,0.18925704532000001
15,Hawaii,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
17,Illinois,Synthetic opioids,2011,"Rate per 100,000",0.67933,0.14526969828
18,Indiana,Synthetic opioids,2011,"Rate per 100,000",0.61337,0.19358066224000001
19,Iowa,Synthetic opioids,2011,"Rate per 100,000",0.95898,0.3576332424
20,Kansas,Synthetic opioids,2011,"Rate per 100,000",0.77742,0.32479183323999899
21,Kentucky,Synthetic opioids,2011,"Rate per 100,000",1.74932,0.39924475387999903
22,Louisiana,Synthetic opioids,2011,"Rate per 100,000",0.43437,0.195007930319999
23,Maine,Synthetic opioids,2011,"Rate per 100,000",N/A,0.63404668963999899
24,Maryland,Synthetic opioids,2011,"Rate per 100,000",0.95242,0.25252845015999897
25,Massachusetts,Synthetic opioids,2011,"Rate per 100,000",0.88457,0.2195206566
26,Michigan,Synthetic opioids,2011,"Rate per 100,000",0.91426,0.19415696888
27,Minnesota,Synthetic opioids,2011,"Rate per 100,000",0.5829,0.20908562443999901
28,Mississippi,Synthetic opioids,2011,"Rate per 100,000",N/A,0.29815286172
29,Missouri,Synthetic opioids,2011,"Rate per 100,000",1.1021,0.27119035495999899
30,Montana,Synthetic opioids,2011,"Rate per 100,000",N/A,0.85281644083999997
31,Nebraska,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
32,Nevada,Synthetic opioids,2011,"Rate per 100,000",1.58045,0.46685645328000003
33,New Hampshire,Synthetic opioids,2011,"Rate per 100,000",1.87226,0.72968801583999898
34,New Jersey,Synthetic opioids,2011,"Rate per 100,000",0.34773,0.12498679508
35,New Mexico,Synthetic opioids,2011,"Rate per 100,000",0.9201,0.41085595263999902
36,New York,Synthetic opioids,2011,"Rate per 100,000",0.76003,0.12128011363999899
37,North Carolina,Synthetic opioids,2011,"Rate per 100,000",1.64682,0.26165194048000001
38,North Dakota,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2011,"Rate per 100,000",1.37537,0.21617250423999901
40,Oklahoma,Synthetic opioids,2011,"Rate per 100,000",2.23554,0.48929362187999897
41,Oregon,Synthetic opioids,2011,"Rate per 100,000",0.7154,0.26667150635999998
42,Pennsylvania,Synthetic opioids,2011,"Rate per 100,000",0.88383,0.16723758015999901
44,Rhode Island,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
45,South Carolina,Synthetic opioids,2011,"Rate per 100,000",1.00533,0.29155707364
46,South Dakota,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2011,"Rate per 100,000",1.00197,0.247708329959999
48,Texas,Synthetic opioids,2011,"Rate per 100,000",0.45814,8.4909550039999906E-2
49,Utah,Synthetic opioids,2011,"Rate per 100,000",2.12552,0.56524942347999896
50,Vermont,Synthetic opioids,2011,"Rate per 100,000",N/A,1.1807941286400001
51,Virginia,Synthetic opioids,2011,"Rate per 100,000",0.94365,0.21327932863999999
53,Washington,Synthetic opioids,2011,"Rate per 100,000",0.72454,0.19912478291999899
54,West Virginia,Synthetic opioids,2011,"Rate per 100,000",5.60953,1.12821392208
55,Wisconsin,Synthetic opioids,2011,"Rate per 100,000",1.0937,0.28264446952
56,Wyoming,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2011,"Rate per 100,000",0.84509,3.252279156E-2
01,Alabama,Cocaine,2012,"Rate per 100,000",N/A,N/A
02,Alaska,Cocaine,2012,"Rate per 100,000",2.6837,1.1476906538009644
04,Arizona,Cocaine,2012,"Rate per 100,000",0.87772,0.2335667759180069
05,Arkansas,Cocaine,2012,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2012,"Rate per 100,000",0.52364,7.0977643132209778E-2
08,Colorado,Cocaine,2012,"Rate per 100,000",1.17021,0.29252967238426208
09,Connecticut,Cocaine,2012,"Rate per 100,000",2.00655,0.47653734683990479
10,Delaware,Cocaine,2012,"Rate per 100,000",2.6934,1.0787279605865479
11,Dist. of Columbia,Cocaine,2012,"Rate per 100,000",5.1777,1.8658688068389893
12,Florida,Cocaine,2012,"Rate per 100,000",1.68569,0.18900534510612488
13,Georgia,Cocaine,2012,"Rate per 100,000",0.98749,0.19544807076454163
15,Hawaii,Cocaine,2012,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2012,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2012,"Rate per 100,000",2.56204,0.278440922498703
18,Indiana,Cocaine,2012,"Rate per 100,000",0.55098,0.17809766530990601
19,Iowa,Cocaine,2012,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2012,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2012,"Rate per 100,000",1.25336,0.33671298623085022
22,Louisiana,Cocaine,2012,"Rate per 100,000",0.75242,0.25575524568557739
23,Maine,Cocaine,2012,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2012,"Rate per 100,000",1.45332,0.30364695191383362
25,Massachusetts,Cocaine,2012,"Rate per 100,000",2.74168,0.40329408645629883
26,Michigan,Cocaine,2012,"Rate per 100,000",1.39612,0.24549008905887604
27,Minnesota,Cocaine,2012,"Rate per 100,000",0.54561,0.19428688287734985
28,Mississippi,Cocaine,2012,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2012,"Rate per 100,000",0.78961,0.22382473945617676
30,Montana,Cocaine,2012,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2012,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2012,"Rate per 100,000",1.39478,0.43955335021018982
33,New Hampshire,Cocaine,2012,"Rate per 100,000",N/A,N/A
34,New Jersey,Cocaine,2012,"Rate per 100,000",1.80862,0.28253519535064697
35,New Mexico,Cocaine,2012,"Rate per 100,000",3.42629,0.83211493492126465
36,New York,Cocaine,2012,"Rate per 100,000",2.32422,0.21398353576660156
37,North Carolina,Cocaine,2012,"Rate per 100,000",2.08776,0.2891402542591095
38,North Dakota,Cocaine,2012,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2012,"Rate per 100,000",2.98086,0.32455053925514221
40,Oklahoma,Cocaine,2012,"Rate per 100,000",0.99295,0.32110390067100525
41,Oregon,Cocaine,2012,"Rate per 100,000",N/A,N/A
42,Pennsylvania,Cocaine,2012,"Rate per 100,000",1.52559,0.21897025406360626
44,Rhode Island,Cocaine,2012,"Rate per 100,000",4.57582,1.3079280853271484
45,South Carolina,Cocaine,2012,"Rate per 100,000",1.09393,0.30946379899978638
46,South Dakota,Cocaine,2012,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2012,"Rate per 100,000",1.61933,0.31318756937980652
48,Texas,Cocaine,2012,"Rate per 100,000",1.56676,0.15238939225673676
49,Utah,Cocaine,2012,"Rate per 100,000",1.88819,0.54637819528579712
50,Vermont,Cocaine,2012,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2012,"Rate per 100,000",0.83562,0.19967836141586304
53,Washington,Cocaine,2012,"Rate per 100,000",0.78206,0.2064751535654068
54,West Virginia,Cocaine,2012,"Rate per 100,000",3.38166,0.87310093641281128
55,Wisconsin,Cocaine,2012,"Rate per 100,000",1.10363,0.27636516094207764
56,Wyoming,Cocaine,2012,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2012,"Rate per 100,000",1.4101,4.230199009180069E-2
01,Alabama,Heroin,2012,"Rate per 100,000",0.7916,0.26440896075999898
02,Alaska,Heroin,2012,"Rate per 100,000",2.93086,1.20834004312
04,Arizona,Heroin,2012,"Rate per 100,000",1.60423,0.31482292827999903
05,Arkansas,Heroin,2012,"Rate per 100,000",N/A,N/A
06,California,Heroin,2012,"Rate per 100,000",0.93131,9.7006513239999995E-2
08,Colorado,Heroin,2012,"Rate per 100,000",1.7595,0.36451569419999902
09,Connecticut,Heroin,2012,"Rate per 100,000",2.85116,0.57607526787999896
10,Delaware,Heroin,2012,"Rate per 100,000",2.41299,1.0753110701199999
11,Dist. of Columbia,Heroin,2012,"Rate per 100,000",4.36608,1.7234538778799999
12,Florida,Heroin,2012,"Rate per 100,000",0.55409,0.11022148983999901
13,Georgia,Heroin,2012,"Rate per 100,000",0.42183,0.13141138891999901
15,Hawaii,Heroin,2012,"Rate per 100,000",N/A,N/A
16,Idaho,Heroin,2012,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2012,"Rate per 100,000",2.11535,0.25461588739999902
18,Indiana,Heroin,2012,"Rate per 100,000",1.81847,0.33774632780000002
19,Iowa,Heroin,2012,"Rate per 100,000",N/A,0.237106644879999
20,Kansas,Heroin,2012,"Rate per 100,000",N/A,0.27259819747999903
21,Kentucky,Heroin,2012,"Rate per 100,000",3.44114,0.56960282652000005
22,Louisiana,Heroin,2012,"Rate per 100,000",1.11307,0.30964872427999901
23,Maine,Heroin,2012,"Rate per 100,000",N/A,0.61278313768000003
24,Maryland,Heroin,2012,"Rate per 100,000",2.94887,0.44448925080000001
25,Massachusetts,Heroin,2012,"Rate per 100,000",3.78812,0.47837031060000001
26,Michigan,Heroin,2012,"Rate per 100,000",2.76745,0.33996916772000002
27,Minnesota,Heroin,2012,"Rate per 100,000",0.87192,0.25390231215999898
28,Mississippi,Heroin,2012,"Rate per 100,000",N/A,N/A
29,Missouri,Heroin,2012,"Rate per 100,000",3.67833,0.50480237863999899
